PCON15CD,seat,hanrettyLeave,con_PC_2015,green_PC_2015,lab_PC_2015,ld_PC_2015,pc_PC_2015,snp_PC_2015,ukip_PC_2015,con_NUM_2015,green_NUM_2015,lab_NUM_2015,ld_NUM_2015,pc_NUM_2015,snp_NUM_2015,ukip_NUM_2015,electorate_2015,totalVotes_2015,ukip_candidate,electorate_2017,totalVotes_2017,con_NUM_2017,con_PC_2017,green_NUM_2017,green_PC_2017,lab_NUM_2017,lab_PC_2017,ld_NUM_2017,ld_PC_2017,other_NUM_2017,other_PC_2017,pc_NUM_2017,pc_PC_2017,snp_NUM_2017,snp_PC_2017,ukip_NUM_2017,ukip_PC_2017,turnout_PC_2015,turnout_PC_2017,hanrettyEstimate,age_students_18to24,age_18to24,age_65plus,cob_britain,cob_restOfEurope,cob_restOfWorld,demos_popDens,demos_nationalID,demos_nonWhiteUk,demos_noPassport,demos_religion_xian,demos_religion_muslim,demos_religion_atheist,age_students_18to24_num,age_studentsHome_num,age_studentsTerm_num,age_18to24_num,age_65plus_num,cob_britain_num,cob_restOfEurope_num,cob_restOfWorld_num,demos_popDens_num,demos_nationalID_num,demos_nonWhiteUk_num,demos_noPassport_num,demos_religion_xian_num,demos_religion_muslim_num,demos_religion_atheist_num,age_students_18to24_denom,age_studentsHome_denom,age_studentsTerm_denom,age_18to24_denom,age_65plus_denom,cob_britain_denom,cob_restOfEurope_denom,cob_restOfWorld_denom,demos_popDens_denom,demos_nationalID_denom,demos_nonWhiteUk_denom,demos_noPassport_denom,demos_religion_xian_denom,demos_religion_muslim_denom,demos_religion_atheist_denom,edu_degree_2015,edu_degree_over50,edu_noQuals_2015,edu_students_termTime,edu_students_homeTime,edu_degree_2015_num,edu_degree_over50_num,edu_noQuals_2015_num,edu_students_termTime_num,edu_students_homeTime_num,edu_degree_2015_denom,edu_degree_over50_denom,edu_noQuals_2015_denom,edu_students_termTime_denom,edu_students_homeTime_denom,econ_seg_AB,econ_seg_C1,econ_seg_C2,econ_seg_DE,econ_seg_ABC1,econ_seg_C2DE,econ_intermediate,econ_routineSemiRoutine,econ_routineSemiroutineNone,econ_seg_AB_num,econ_seg_C1_num,econ_seg_C2_num,econ_seg_DE_num,econ_seg_ABC1_num,econ_seg_C2DE_num,econ_intermediate_num,econ_routineSemiRoutine_num,econ_routineSemiroutineNone_num,econ_seg_AB_denom,econ_seg_C1_denom,econ_seg_C2_denom,econ_seg_DE_denom,econ_seg_ABC1_denom,econ_seg_C2DE_denom,econ_routineSemiRoutine_denom,econ_routineSemiroutineNone_denom,econ_intermediate_denom,econ_activityRate_2015,econ_employmentRate_2015,econ_unemploymentRate_2015,econ_unemploymentRateMen_2015,econ_activityRate_2015_num,econ_employmentRate_2015_num,econ_unemploymentRate_2015_num,econ_unemploymentRateMen_2015_num,econ_activityRate_2015_denom,econ_employmentRate_2015_denom,econ_unemploymentRate_2015_denom,econ_unemploymentRateMen_2015_denom,econ_managers_1_2015,econ_professional_2_2015,econ_tech_3_2015,econ_administrative_4_2015,econ_skilledTrades_5_2015,econ_careLeisure_6_2015,econ_sales_7_2015,econ_machines_8_2015,econ_routine_9_2015,econ_managers_1_2015_num,econ_professional_2_2015_num,econ_tech_3_2015_num,econ_administrative_4_2015_num,econ_skilledTrades_5_2015_num,econ_careLeisure_6_2015_num,econ_sales_7_2015_num,econ_machines_8_2015_num,econ_routine_9_2015_num,econ_managers_1_2015_denom,econ_professional_2_2015_denom,econ_tech_3_2015_denom,econ_administrative_4_2015_denom,econ_skilledTrades_5_2015_denom,econ_careLeisure_6_2015_denom,econ_sales_7_2015_denom,econ_machines_8_2015_denom,econ_routine_9_2015_denom,health_badHealth,health_activitiesLimitedALot,health_activiesLimitedAny,health_badHealth_num,health_activitiesLimitedALot_num,health_activiesLimitedAny_num,health_badHealth_denom,health_activitiesLimitedALot_denom,health_activiesLimitedAny_denom,econ_belowLivingWage,econ_medianHousePrice,econ_grossPayFTE
E14000944,South Shields,62.05,16.6,4.45,51.26,1.76,NA,NA,21.99,6021,1614,18589,639,NA,NA,7975,62730,36265,1,63449,40772,10570,25.92,1437,3.52,25078,61.51,681,1.67,NA,NA,NA,NA,NA,NA,3006,7.37,0.5781125458313406,0.6425948399501962,1,23.61,9.3,18.32,95.94,0.84,3.20999999999999,33.43,72.4,6.5,22.7,67.6,2.9,22.5,1700,NA,NA,7652,15080,78956,695,2643,82294,44500,5400,18681,55631,2387,18516,7200,82294,82294,82294,82294,82294,82294,82294,2461.53,79300,79100,82294,82294,82294,82294,24.6,11.25,7.7,61.85,63.15,6600,1800,3800,4453,4547,40700,16e3,5e4,7200,7200,12.59,28.25,22.97,36.19,40.84,59.16,13.09,34.18,34.21,3432,7697,6260,9861,11129,16121,7925,20693,20709.4,27250,27250,27250,27250,27250,27250,60536,60536,60536,76.7,69.8,9,8.7,38600,35100,3500,1800,50300,50300,38600,20400,6.4,13.6,13.2,9.5,15.4,10,9.3,9,13.46,2300,4900,4800,3400,5600,3600,3400,3300,4900,36400,36400,36400,36400,36400,36400,36400,36400,36400,8.54,12.68,23.93,7029,10435,19695,82294,82294,82294,30.1,124500,23442
E14000819,Middlesbrough,66.08,16.47,4.3,56.82,3.73,NA,NA,18.67,5388,1407,18584,1220,NA,NA,6107,61873,32706,1,61114,35637,9531,26.74,250,0.7,23404,65.67,368,1.03,632,1.77,NA,NA,NA,NA,1452,4.07,0.5285989042070046,0.5831233432601368,1,33.33,13.31,13.94,89.79,2.12,8.09,32.21,67.5,24.299999999999997,24.4,59.4,9.8,23,4300,NA,NA,12495,13082,84277,1993,7595,93865,54700,19700,22903,55756,9199,21589,12900,93865,93865,93865,93865,93865,93865,93865,2914.49,93200,93e3,93865,93865,93865,93865,23.5,11.26,13.7,71.82,58.57,7800,1700,8200,9265,7555,44200,15100,60200,12900,12900,9.54,25.68,20.29,44.49,35.22,64.78,10.11,33.74,33.76,2804,7552,5966,13083,10356,19049,6901,23026,23042.2,29405,29405,29405,29405,29405,29405,68251,68251,68251,69.2,60,13.3,10.8,41800,36200,5500,2500,60400,60400,41800,23100,8,11.9,9.4,8.6,11.2,11.1,9.4,10.1,19.62,3e3,4400,3500,3200,4200,4100,3500,3700,7300,37200,37200,37200,37200,37200,37200,37200,37200,37200,8.03,10.98,21.12,7536,10310,19820,93865,93865,93865,23.2,11e4,24238
E14000650,Coventry North West,58.67,31.05,4.33,41.01,4,NA,NA,15.69,14048,1961,18557,1810,NA,NA,7101,73626,45246,1,75214,49849,18314,36.74,666,1.34,26894,53.95,1286,2.58,1164,2.34,NA,NA,NA,NA,1525,3.06,0.6145383424333795,0.6627622517084585,1,39.26,11.13,16.22,86.19,3.98,9.83,26.18,59.4,27.400000000000006,16.7,57.7,3.9,24.2,5300,NA,NA,11228,16361,86943,4017,9912,100872,53200,31700,16846,58203,3934,24411,13500,100872,100872,100872,100872,100872,100872,100872,3852.42,112200,112e3,100872,100872,100872,100872,29.1,16.08,15.2,61.81,53.1,12800,2300,10700,8344,7168,54100,14300,70700,13500,13500,17.78,32.47,21.19,28.56,50.25,49.75,14.02,28.32,28.34,5668,10352,6755,9104,16020,15859,10332,20877,20889.8,31879,31879,31879,31879,31879,31879,73706,73706,73706,72.9,69.5,4.6,6.4,51500,49200,2300,1900,70700,70700,51500,29500,6.3,15.5,16.4,9.5,12.3,8.6,8.2,6.7,16.27,3200,7900,8400,4800,6300,4400,4200,3400,8300,51e3,51e3,51e3,51e3,51e3,51e3,51e3,51e3,51e3,5.83,8.61,17.96,5883,8682,18121,100872,100872,100872,24.3,162500,29327
E14000578,Bolton North East,57.77,32.82,2.56,42.96,2.86,NA,NA,18.81,14164,1103,18541,1236,NA,NA,8117,67895,43161,1,67233,45183,19073,42.21,357,0.79,22870,50.62,1316,2.91,NA,NA,NA,NA,NA,NA,1567,3.47,0.6357021872008248,0.6720360537236179,1,25.93,9.35,15.87,89.54,2.11,8.36,26.51,64.7,26.5,18.3,62.1,11.7,18.3,2100,NA,NA,8906,15119,85319,2006,7963,95288,42e3,22e3,17438,59174,11149,17438,8100,95288,95288,95288,95288,95288,95288,95288,3594.33,90800,90300,95288,95288,95288,95288,30.8,22.56,11.7,69.22,74.33,10600,4400,6600,5607,6021,46500,19500,56700,8100,8100,16.33,29.11,21.03,33.53,45.44,54.56,13.08,29.66,29.68,5023,8956,6469,10315,13979,16784,9054,20541,20554.5,30763,30763,30763,30763,30763,30763,69244,69244,69244,72.8,67.4,7.5,10,41300,38200,3100,2100,56700,56700,41300,21100,10.7,15.2,11.1,11.5,7.9,16.6,6.8,7.4,12.53,4200,6e3,4300,4500,3100,6500,2700,2900,4900,39100,39100,39100,39100,39100,39100,39100,39100,39100,6.95,10.43,20.43,6622,9936,19464,95288,95288,95288,20.3,129225,24188
E14001050,Wolverhampton South East,68.14,22.32,1.74,53.33,2.3,NA,NA,20.31,7761,605,18539,798,NA,NA,7061,62556,34764,1,69951,36304,12623,34.77,421,1.16,21137,58.22,448,1.23,NA,NA,NA,NA,NA,NA,1675,4.61,0.5557260694417802,0.5189918657345857,1,13.13,9.41,15.95,84.77,1.96,13.27,35.62,62.2,36.5,27.9,54,1.7,19.3,1300,NA,NA,8298,14063,74748,1729,11700,88177,37700,34200,24601,47616,1499,17018,9900,88177,88177,88177,88177,88177,88177,88177,2475.59,91200,91e3,88177,88177,88177,88177,21.7,9.52,20.4,51.92,54.33,6800,1400,12100,5140,5379,44900,14700,59300,9900,9900,8.91,23.52,26.23,41.34,32.43,67.57,10.68,39.12,39.15,2318,6119,6824,10757,8437,17581,6755,24733,24751.6,26018,26018,26018,26018,26018,26018,63230,63230,63230,74.2,66.6,10.2,7.5,44100,39600,4500,1700,59500,59500,44100,22300,4.8,9.1,11,12.6,14.7,10.8,9.2,10.6,15.75,1900,3600,4400,5e3,5900,4300,3700,4200,6300,4e4,4e4,4e4,4e4,4e4,4e4,4e4,4e4,4e4,8.03,11.08,21.78,7078,9767,19207,88177,88177,88177,36.9,113e3,22112
S14000049,Fife North East,38.14,16.29,3.06,7.68,31.33,NA,40.92,NA,7373,1387,3476,14179,NA,18523,NA,62003,45263,0,58685,41822,10088,24.12,NA,NA,4026,9.63,13741,32.86,224,0.54,NA,NA,13743,32.86,NA,NA,0.7300130638840057,0.7126522961574508,1,61.29,14.25,20.28,90.18,3.2,6.62,1.05,52.13,13.599999999999994,NA,NA,NA,NA,5700,NA,NA,11490,16344,72693,2577,5336,80606,52500,7e3,NA,NA,NA,NA,9300,80606,80606,80606,80606,80606,80606,80606,77055.31,80600,78500,80606,80606,80606,80606,47,31.77,8.9,119.42,NA,11400,6100,4500,11106,NA,38e3,19200,50600,9300,9300,24.68,35.28,21.01,19.03,59.96,40.04,NA,NA,NA,5810,8306,4946,4479,14116,9425,NA,NA,NA,23541,23541,23541,23541,23541,23541,NA,NA,NA,77.1,69.6,9.7,8.9,39300,35400,3800,1900,50900,50900,39300,21100,9.4,21.9,8.1,9.3,11.2,6.7,6.8,5,21.39,3500,8200,3e3,3500,4200,2500,2500,1900,8e3,37400,37400,37400,37400,37400,37400,37400,37400,37400,4.02,7.7,18.32,3238,6206,14771,80606,80606,80606,30.3,175e3,27422
E14000560,Birmingham Edgbaston,47.349999999999994,38.29,3.32,44.85,2.87,NA,NA,10.06,15812,1371,18518,1184,NA,NA,4154,65591,41293,0,68091,43612,17207,39.45,562,1.29,24124,55.32,1564,3.59,155,0.36,NA,NA,NA,NA,NA,NA,0.6295528349926057,0.6404958070816995,1,42.37,15.13,13.8,81.7,3.13,15.16,34.1,53,41.4,16.9,52.4,7,24.7,5e3,NA,NA,14609,13330,78900,3027,14641,96568,44900,50600,16320,50602,6760,23852,11800,96568,96568,96568,96568,96568,96568,96568,2831.87,115800,114800,96568,96568,96568,96568,48.5,30.41,7.7,111.41,71.25,30800,5200,5700,13146,8407,59400,17100,74400,11800,11800,26.92,31.35,15.44,26.29,58.28,41.72,10.62,20.26,20.27,8234,9590,4722,8040,17824,12762,7687,14664,14672.9,30586,30586,30586,30586,30586,30586,72392,72392,72392,76.6,66.4,13.3,16.7,57700,5e4,7700,5e3,75400,75400,57700,30100,13.7,28,12.1,14.3,4.2,10.3,4.8,5.1,6.55,6900,14100,6100,7200,2100,5200,2400,2600,3300,50400,50400,50400,50400,50400,50400,50400,50400,50400,5.93,8.41,17.3,5725,8124,16709,96568,96568,96568,22.3,173e3,24610
E14001036,Westminster North,32.98,41.83,3.35,46.83,3.69,NA,NA,3.77,16527,1322,18504,1457,NA,NA,1489,62346,39514,0,63846,43295,14422,33.31,595,1.37,25934,59.9,2253,5.2,91,0.21,NA,NA,NA,NA,NA,NA,0.6337856478362686,0.6781160918460044,1,36.03,8.6,10.63,48.33,12.89,38.78,146.27,25.1,70.3,4.1,41.7,22.6,18.6,4900,NA,NA,10045,12413,56430,15052,45289,116771,15300,95400,4788,48694,26390,21719,13600,116771,116771,116771,116771,116771,116771,116771,798.33,133400,132100,116771,116771,116771,116771,61.7,30.41,4,73.02,68.95,48300,5900,3800,9931,9377,79400,19400,95300,13600,13600,38.52,30.9,8.11,22.47,69.42,30.58,8.07,13.85,13.86,17077,13696,3595,9962,30773,13557,7277,12495,12500.9,44330,44330,44330,44330,44330,44330,90189,90189,90189,72.6,62.4,14.1,15.8,69300,59500,9800,6100,95300,95300,69300,38400,14.1,19.8,26.1,12.4,5.6,4.2,4.8,4.9,7.81,8800,12400,16400,7800,3500,2700,3e3,3100,4900,62700,62700,62700,62700,62700,62700,62700,62700,62700,6.78,8.13,15.72,7920,9495,18360,116771,116771,116771,19,75e4,41224
E14000964,St Ives,55.13,38.27,6.32,9.34,33.16,NA,NA,11.84,18491,3051,4510,16022,NA,NA,5720,65570,48312,0,67462,51226,22120,43.18,NA,NA,7298,14.25,21808,42.57,NA,NA,NA,NA,NA,NA,NA,NA,0.7368003660210463,0.759331179034123,1,22.45,6.73,23.03,95.87,1.73,2.41,1.6,57,6.099999999999994,25.2,58.9,0.1,30.4,1100,NA,NA,5726,19590,81551,1468,2048,85067,45200,1800,21437,50104,85,25860,4900,85067,85067,85067,85067,85067,85067,85067,53058.94,84e3,84e3,85067,85067,85067,85067,27.1,32.28,6,70.8,86.86,11100,6100,3e3,3469,4256,42600,18900,50100,4900,4900,17.59,29.79,27.31,25.32,47.38,52.62,10.94,26.11,26.13,4375,7409,6792,6297,11784,13089,6782,16188,16198.6,24873,24873,24873,24873,24873,24873,61996,61996,61996,80.7,76,5.8,NA,40400,38100,2300,NA,50100,50100,40400,20300,14.4,11.9,11.7,7,19.9,10.2,10.3,3.6,10.98,5900,4900,4800,2900,8200,4200,4200,1500,4500,41e3,41e3,41e3,41e3,41e3,41e3,41e3,41e3,41e3,6.58,10.62,22.55,5599,9038,19182,85067,85067,85067,35.5,228e3,23078
E14000651,Coventry South,48.9,34.98,3.93,42.27,4.07,NA,NA,13.06,15284,1719,18472,1779,NA,NA,5709,70397,43699,1,70754,47009,17927,38.14,604,1.28,25874,55.04,1343,2.86,224,0.48,NA,NA,NA,NA,1037,2.21,0.6207508842706365,0.6644005992594059,1,45.28,19.34,14.65,78.88,4.84,16.27,32.11,51.7,40.4,14.6,51.9,7.4,24.9,7200,NA,NA,20420,15462,83284,5115,17178,105577,45600,35500,15414,54794,7813,26289,15900,105577,105577,105577,105577,105577,105577,105577,3288.25,100600,100600,105577,105577,105577,105577,34.9,25.14,12.5,121.53,76.4,16900,4600,9e3,19323,12148,51600,18300,72100,15900,15900,20.66,34.33,17.1,27.91,54.99,45.01,10.67,22.11,22.13,6484,10771,5366,8756,17255,14122,8515,17645,17655.4,31377,31377,31377,31377,31377,31377,79792,79792,79792,64.4,61.4,4.6,5.6,46400,44300,2100,1500,72100,72100,46400,26900,6.3,25.3,13.4,10.7,7.9,7.6,4.7,6.4,16.78,2900,11500,6100,4800,3600,3500,2100,2900,7600,45300,45300,45300,45300,45300,45300,45300,45300,45300,5.41,8.09,16.82,5714,8543,17762,105577,105577,105577,14.6,176e3,28628
E14000781,Leeds West,54.98,20.12,8.37,48.03,3.89,NA,NA,18.49,7729,3217,18456,1495,NA,NA,7104,64950,38423,1,67955,42229,11048,26.16,1023,2.42,27013,63.97,905,2.14,425,1.01,NA,NA,NA,NA,1815,4.3,0.5915781370284835,0.621425943639173,1,54.95,12.77,12.97,90.9,3.29,5.81,30.68,66.1,16.200000000000003,21.2,53,3.7,34.2,6100,NA,NA,11853,12035,84361,3052,5393,92806,33900,19e3,19675,49187,3434,31740,11100,92806,92806,92806,92806,92806,92806,92806,3024.56,81900,81900,92806,92806,92806,92806,29.7,NA,6.2,66.32,51.19,1e4,NA,3700,7362,5682,44800,11900,6e4,11100,11100,16.05,31.52,21.71,30.72,47.57,52.43,13.42,30.16,30.18,5253,10312,7104,10051,15565,17155,9383,21080,21094.3,32720,32720,32720,32720,32720,32720,69904,69904,69904,84.3,78.9,6.4,7.2,50500,47300,3200,2e3,6e4,6e4,50500,27600,12.2,17.2,11.9,10.7,8.6,11.7,10.5,7.6,9.52,5900,8300,5800,5200,4200,5600,5e3,3700,4600,48300,48300,48300,48300,48300,48300,48300,48300,48300,6.16,8.57,17.83,5717,7955,16548,92806,92806,92806,23.7,128e3,24679
E14000616,Camborne & Redruth,57.91,40.23,5.69,24.96,12.4,NA,NA,14.77,18452,2608,11448,5687,NA,NA,6776,66944,45868,0,67462,48456,23001,47.47,1052,2.17,21424,44.21,2979,6.15,NA,NA,NA,NA,NA,NA,NA,NA,0.6851696940726577,0.7182710266520411,1,32.26,8.71,20.37,96.16,1.81,2.03,3.06,56.5,4.900000000000006,29.1,58.1,0.2,32.1,2e3,NA,NA,7440,17406,82154,1545,1737,85436,51100,3100,24862,49638,171,27425,6200,85436,85436,85436,85436,85436,85436,85436,27937.75,88900,88900,85436,85436,85436,85436,28.6,20,11.5,79.08,68.77,7400,2900,6e3,4903,4264,44100,14500,52100,6200,6200,15.9,27.41,27.57,29.11,43.31,56.69,11.72,30.16,30.18,3940,6793,6833,7214,10733,14047,7334,18875,18888,24780,24780,24780,24780,24780,24780,62589,62589,62589,76.2,75.4,NA,NA,39900,39500,NA,NA,52400,52400,39900,22300,15,12,11,11,16.7,15.3,3.7,2.9,11.33,6200,5e3,4600,4500,6900,6300,1500,1200,4700,41500,41500,41500,41500,41500,41500,41500,41500,41500,7.02,10.84,22.23,5997,9265,18996,85436,85436,85436,32.2,182500,23607
E14000967,Stalybridge & Hyde,59.290000000000006,28.66,4.51,44.96,3.06,NA,NA,18.81,11761,1850,18447,1256,NA,NA,7720,71357,41034,0,71409,42457,16193,38.14,991,2.33,24277,57.18,996,2.35,NA,NA,NA,NA,NA,NA,NA,NA,0.5750522023067113,0.5945609096892549,1,23.73,8.44,15.06,95.06,1.38,3.56,14.51,71.8,15.099999999999994,18.8,63,4,25.6,1400,NA,NA,7744,13815,87205,1267,3268,91740,55900,12300,17247,57796,3670,23485,5900,91740,91740,91740,91740,91740,91740,91740,6322.9,93800,93800,91740,91740,91740,91740,30.9,21.05,12,71.53,81.85,13e3,3600,7e3,4220,4829,48300,17100,58200,5900,5900,16.42,30.39,23.55,29.64,46.81,53.19,14.42,29.5,29.52,4954,9169,7106,8943,14123,16049,9738,19920,19933,30172,30172,30172,30172,30172,30172,67523,67523,67523,74.8,70.8,5.4,4.1,43500,41200,2300,1e3,58200,58200,43500,23400,9.7,19.1,13.9,12.5,9.7,9.4,8.3,6.5,10.72,4100,8200,6e3,5400,4100,4e3,3600,2800,4600,42900,42900,42900,42900,42900,42900,42900,42900,42900,6.97,10.2,19.98,6391,9353,18329,91740,91740,91740,33.7,135e3,23359
E14000597,Brighton Kemptown,43.43,40.67,7.03,39.15,3.01,NA,NA,9.81,18428,3187,17738,1365,NA,NA,4446,67858,45306,0,67893,49207,18835,38.28,NA,NA,28703,58.33,1457,2.96,212,0.43,NA,NA,NA,NA,NA,NA,0.6676589348345073,0.7247728042655355,1,34.82,13.79,16.71,87.81,4.25,7.93000000000001,23.09,61.4,15.200000000000003,14.2,49.2,1.9,37.6,3900,NA,NA,12624,15298,80409,3896,7262,91567,50300,16e3,13003,45051,1740,34429,11200,91567,91567,91567,91567,91567,91567,91567,3965.66,96400,96400,91567,91567,91567,91567,37.3,38.22,9,92.57,64.69,19600,6e3,6100,10368,7245,53800,15700,67200,11200,11200,20.8,35.56,19.43,24.22,56.36,43.64,11.9,22.18,22.2,6160,10533,5754,7174,16693,12928,8222,15324,15332.9,29621,29621,29621,29621,29621,29621,69074,69074,69074,73,65.1,10.8,12.3,49100,43800,5300,3100,67200,67200,49100,25100,9.4,23.3,20.8,6.3,11.4,12.5,5,2.5,8.22,4200,10500,9400,2800,5100,5600,2300,1100,3700,45e3,45e3,45e3,45e3,45e3,45e3,45e3,45e3,45e3,6.87,9.64,19.93,6287,8831,18252,91567,91567,91567,17.5,302750,NA
E14000690,Eltham,51.82,36.38,2.95,42.62,3.03,NA,NA,15.02,15700,1275,18393,1308,NA,NA,6481,63998,43157,0,64474,46155,18832,40.8,NA,NA,25128,54.44,1457,3.16,738,1.6,NA,NA,NA,NA,NA,NA,0.6743491984124503,0.7158699630858951,1,27.08,10.09,14.29,80.97,4.97,14.06,41.57,55.9,33.099999999999994,12.3,56.6,4.6,26.2,2600,NA,NA,9056,12827,72678,4465,12616,89759,44100,26500,11040,50804,4129,23517,9600,89759,89759,89759,89759,89759,89759,89759,2159.32,88400,88400,89759,89759,89759,89759,37.2,25,13.7,71.32,67.33,15400,4700,7700,6847,6464,45300,18800,56500,9600,9600,23.4,33.01,20.22,23.37,56.41,43.59,14.34,21.18,21.19,6329,8927,5468,6322,15256,11790,9440,13938,13946.6,27046,27046,27046,27046,27046,27046,65820,65820,65820,80.9,75.3,6.9,NA,45700,42600,3100,NA,56500,56500,45700,23900,9.6,14.3,19.8,10.9,12.1,12.5,6.5,5.1,8.43,4200,6300,8700,4800,5300,5500,2900,2300,3700,43900,43900,43900,43900,43900,43900,43900,43900,43900,5.73,8.48,17.29,5142,7611,15516,89759,89759,89759,28.5,4e5,NA
W07000072,Blaenau Gwent,62.03,10.79,2.33,58.01,1.96,8.99,NA,17.92,3419,738,18380,620,2849,NA,5677,51335,31683,1,51227,32384,4783,14.77,NA,NA,18787,58.01,295,0.91,666,2.06,6880,21.25,NA,NA,973,3,0.61718126034869,0.6321666308782478,0,15.38,9.26,17.87,98,0.98,1.02,6.42,72.4,3.5999999999999943,30,49.9,0.3,41.1,1e3,NA,NA,6468,12477,68418,682,714,69814,54700,2200,20944,34837,209,28694,6500,69814,69814,69814,69814,69814,69814,69814,10872.8,69e3,69e3,69814,69814,69814,69814,19.1,7.87,19,50.09,55.08,3900,1e3,8300,3256,3580,33800,12700,43600,6500,6500,9.27,22.68,24.94,43.11,31.95,68.05,10.09,40.31,40.35,2018,4935,5427,9381,6953,14808,5229,20886,20905.6,21761,21761,21761,21761,21761,21761,51809,51809,51809,71.7,64.9,9.5,10.2,31400,28400,3e3,1700,43700,43700,31400,16500,6.6,10,11.1,9.1,11,14.6,7.3,14.6,13.7,1900,2900,3300,2700,3200,4300,2100,4300,4e3,29200,29200,29200,29200,29200,29200,29200,29200,29200,10.69,15.74,27.23,7464,10987,19009,69814,69814,69814,33.9,8e4,22553
E14000543,Barrow & Furness,56.790000000000006,40.5,2.45,42.33,2.7,NA,NA,11.72,17525,1061,18320,1169,NA,NA,5070,68338,43275,1,69474,47590,22383,47.03,375,0.79,22592,47.47,1278,2.69,NA,NA,NA,NA,NA,NA,962,2.02,0.6332494366238404,0.6850044621009298,1,25,7.78,19.71,97.29,0.98,1.73,3.16,70.2,3.5999999999999943,22.2,70.2,0.2,22.1,2500,NA,NA,6907,17510,86417,873,1536,88826,35500,2e3,19719,62356,178,19631,1e4,88826,88826,88826,88826,88826,88826,88826,28140.26,84700,84700,88826,88826,88826,88826,23,13.64,8.2,34.3,42.3,7200,2400,4500,3430,4230,41700,17600,54300,1e4,1e4,18.01,25.72,26.9,29.37,43.74,56.26,11.83,32.35,32.38,5106,7292,7624,8324,12398,15948,7784,21294,21309.1,28346,28346,28346,28346,28346,28346,65815,65815,65815,76,70,7.9,10,41400,38200,3300,2100,54500,54500,41400,21e3,14.5,14.6,10,10.6,14,10.5,6.5,4.4,14.86,5700,5800,3900,4200,5600,4100,2600,1700,5900,39700,39700,39700,39700,39700,39700,39700,39700,39700,7.73,12.16,23.71,6865,10801,21060,88826,88826,88826,31.1,130250,28848
E14000915,Sedgefield,58.949999999999996,29.53,3.13,47.2,3.54,NA,NA,16.6,11432,1213,18275,1370,NA,NA,6426,62844,38716,1,63890,41591,16143,38.81,686,1.65,22202,53.38,797,1.92,NA,NA,NA,NA,NA,NA,1763,4.24,0.6160651772643371,0.6509782438566286,1,20,7.66,18.4,97.58,1.21,1.20999999999999,2.29,72.2,0.9000000000000057,23.9,72.7,0.3,20.7,1e3,NA,NA,6445,15475,82064,1019,1017,84100,48200,3100,20100,61141,252,17409,5e3,84100,84100,84100,84100,84100,84100,84100,36684.62,80100,80100,84100,84100,84100,84100,21.6,13.5,12.1,71.2,82.94,7e3,2200,5600,3560,4147,38100,16300,46200,5e3,5e3,16.25,28,23.74,32.01,44.25,55.75,12.52,33.54,33.56,4264,7350,6230,8402,11614,14632,7753,20768,20784.2,26246,26246,26246,26246,26246,26246,61924,61924,61924,77,71.4,7.3,8.3,35600,33e3,2600,1500,46200,46200,35600,18500,18.1,10.9,12.2,7.9,11.9,10.4,9.4,8,9.12,6400,3800,4300,2800,4200,3600,3300,2800,3200,35100,35100,35100,35100,35100,35100,35100,35100,35100,8,12.37,23.82,6724,10402,20031,84100,84100,84100,21.7,11e4,28947
E14000768,Kensington,31.35,52.25,5.07,31.12,5.63,NA,NA,4.47,18199,1765,10838,1962,NA,NA,1557,61133,34828,0,60594,38677,16313,42.18,767,1.98,16333,42.23,4724,12.21,540,1.4,NA,NA,NA,NA,NA,NA,0.569708667986194,0.6382975212067201,1,69.7,9.52,11.11,49.47,16.38,34.15,130.76,27.1,70.3,3.4,52.1,10.9,21.5,4600,NA,NA,11157,13021,57986,19200,40023,117209,26500,72400,3985,61066,12776,25200,6600,117209,117209,117209,117209,117209,117209,117209,896.35,111200,110600,117209,117209,117209,117209,65.5,55.42,6.1,160.09,135.45,44100,9200,4700,10566,8940,68300,16600,77300,6600,6600,43.13,33.68,7.36,15.83,76.81,23.19,7.56,11.99,12,20500,16008,3497,7524,36508,11021,7051,11186,11191.1,47529,47529,47529,47529,47529,47529,93268,93268,93268,70.1,67.2,4.1,2.6,54400,52200,2200,800,77600,77600,54400,30500,25.6,24.3,25.4,3.8,2.5,6,2.8,3.2,5.61,14100,13400,14e3,2100,1400,3300,1500,1800,3100,55300,55300,55300,55300,55300,55300,55300,55300,55300,4.74,5.95,12.45,5554,6969,14588,117209,117209,117209,29.1,12e5,NA
